time,temp_avg,p_total
18147600.0,298.68056172078207,2669.9233
18151200.0,297.11937361115304,-6762.3174
18154800.0,296.8662500909142,-1015.3175
18158400.0,296.70659485831175,-754.8223
18162000.0,296.54584980397556,-924.84863
18165600.0,296.4512809625541,-1235.5837
18169200.0,296.42769597483755,-1717.9286
18172800.0,296.47429424164255,-2291.511
18176400.0,296.72315894641326,-2899.8213
18180000.0,296.9396978247294,-3769.954
18183600.0,297.18852828265665,-4634.9272
18187200.0,297.3608080054877,-5655.3755
18190800.0,297.4534080706429,-6123.403
18194400.0,297.5383044094281,-6120.9546
18198000.0,297.58959255208026,-6038.1885
18201600.0,297.5716367322099,-5767.298
18205200.0,297.5255401499311,-5136.2925
18208800.0,297.4026641604362,-4513.805
18212400.0,297.22048833594545,-3663.4724
18216000.0,297.0402158996054,-2685.4368
18219600.0,296.9864388472163,-1876.1312
18223200.0,296.8784297301075,-1528.7106
18226800.0,296.7632890553729,-1116.9304
18230400.0,296.58447534891735,-712.4172
18234000.0,296.4246849557399,-425.86227
18237600.0,296.3080943073133,-348.99768
18241200.0,296.1829989549054,-454.9342
18244800.0,296.0653427741516,-596.35016
18248400.0,295.93606653609584,-824.34515
18252000.0,295.87796891300366,-1157.3291
18255600.0,295.94618403871874,-1659.2135
18259200.0,296.0482984053564,-2279.4524
18262800.0,296.499261351094,-2868.4192
18266400.0,296.85513773908775,-3967.2002
18270000.0,297.13009700057603,-5012.832
18273600.0,297.3488878157117,-5938.501
18277200.0,297.4962836112297,-6482.2573
18280800.0,297.59746824507755,-6496.002
18284400.0,297.5778787077785,-6149.9795
18288000.0,297.53378951172317,-5384.6104
18291600.0,297.46575653055106,-4740.203
18295200.0,297.31103156913457,-3960.2761
18298800.0,297.0555558732612,-3162.152
18302400.0,296.7955671460082,-2046.9973
18306000.0,296.7204657086524,-1123.3276
18309600.0,296.57404317365547,-803.88135
18313200.0,296.44277506407116,-423.2052
18316800.0,296.29503541861857,-179.00282
